Name	Link	Family	Max Thickness (%)	x-Locationof Max Thickness (%)	Camber (%)	Data Sources	Cl max	Cl/Cd max	Cd @ Cl=0.1	Cd @ Cl=0.4	Cd @ Cl=0.6
GOE 693	GOE 693	Gottingen	12	31.9	3.7	JF XF	1.72	97	0.01	0.01	0.011
GOE 6K	GOE 6K	Gottingen	7.5	47.9	3.1	JF XF	1.32	200	0.003	0.003	0.003
GOE 701	GOE 701	Gottingen	12.5	28.2	4.9	JF XF	1.92	173	0.006	0.006	0.006
GOE 702	GOE 702	Gottingen	16.9	23.1	5.1	JF XF	2.14	162	0.006	0.006	0.007
GOE 703	GOE 703	Gottingen	19.5	33.8	2.3	JF XF	1.97	138	0.006	0.005	0.005
GOE 704	GOE 704	Gottingen	12.9	30.1	2.1	JF XF	1.46	84	0.012	0.011	0.011
GOE 711	GOE 711	Gottingen	14.9	32	6.6	JF XF	2.22	73	0.021	0.021	0.022
GOE 723	GOE 723	Gottingen	11.6	28.2	4.5	JF XF	1.77	169	0.005	0.005	0.005
GOE 735	GOE 735	Gottingen	20.1	28.2	4.4	JF XF	2.12	126	0.007	0.006	0.007
GOE 738	GOE 738	Gottingen	15.4	30.1	2.1	JF XF	1.69	141	0.005	0.005	0.005
GOE 741	GOE 741	Gottingen	15.4	28.2	4.8	JF XF	1.91	116	0.006	0.006	0.007
GOE 744	GOE 744	Gottingen	14.6	23.1	7	JF XF	2.07	107	0.006	0.006	0.008
GOE 746	GOE 746	Gottingen	9.8	28.2	5	JF XF	1.42	182	0.005	0.005	0.005
GOE 758	GOE 758	Gottingen	13.8	30.1	4.7	JF XF	1.82	207	0.006	0.006	0.006
GOE 766	GOE 766	Gottingen	12	26.5	1.5	JF XF	1.48	142	0.005	0.005	0.006
GOE 767	GOE 767	Gottingen	12	19.9	1.5	JF XF	1.48	133	0.006	0.005	0.005
GOE 769	GOE 769	Gottingen	13.8	19.9	4.8	JF XF	2.15	174	0.006	0.006	0.006
GOE 770	GOE 770	Gottingen	21	30.1	4	JF XF	2.15	133	0.009	0.008	0.008
GOE 775	GOE 775	Gottingen	21	30.1	0.2	JF XF	1.82	80	0.011	0.012	0.012
GOE 776	GOE 776	Gottingen	25	30.1	0.3	JF XF	2.01	88	0.012	0.013	0.013
GOE 777	GOE 777	Gottingen	22	30.1	6	JF XF	2.38	124	0.008	0.01	0.009
GOE 780	GOE 780	Gottingen	12	49.9	1	JF XF	0.86	90	0.003	0.006	0.086
GOE 795	GOE 795	Gottingen	8	31.9	2.4	JF XF	1.06	117	0.007	0.007	0.007
GOE 795 SMOOTHED	GOE 795 smoothed	Gottingen	8	31.9	2.4	JF XF	1.13	139	0.005	0.005	0.005
GOE 796	GOE 796	Gottingen	12	31.9	3.7	JF XF	1.64	88	0.011	0.01	0.011
GOE 797	GOE 797	Gottingen	16	32	5.1	JF XF	2.28	94	0.015	0.014	0.014
GOE 798	GOE 798	Gottingen	20	32	6.2	JF XF	2.61	93	0.014	0.014	0.015
GOE 7K	GOE 7K	Gottingen	11	49.9	4.6	JF XF	1.69	302	0.004	0.005	0.004
GOE 801 (MVA 301)	GOE 801 (MVA 301)	Gottingen	9.8	26.5	6.2	JF XF	2.02	127	0.036	0.009	0.009
GOE 802	GOE 802	Gottingen	9.8	26.5	6.2	JF XF	2.02	127	0.036	0.009	0.009
GOE 803 (HACKLINGER)	GOE 803 (HACKLINGER)	Gottingen	6.3	15.6	6.7	JF XF	1.9	115	0.04	0.027	0.008
GOE 804 (EA 8)	GOE 804 (EA 8)	Gottingen	6	33.8	6.2	JF XF	1.81	202	0.033	0.003	0.004
GOE 8K	GOE 8K	Gottingen	14.9	47.9	6.1	JF XF	2.11	320	0.005	0.005	0.005
GOE 9K	GOE 9K	Gottingen	2.5	47.9	0.9	JF XF	0.85	182	0.002	0.003	0.105
GRIFFITH 30% SUCTION AIRFOIL	Griffith 30% Suction Airfoil	Uncategorized	30.6	49.9	0	JF XF	1.9	74	0.009	0.01	0.013
GRUMMAN K-2	GRUMMAN K-2	Uncategorized	10.3	39.7	2.5	JF XF	1.03	83	0.007	0.008	0.009
GRUMMAN K-3	GRUMMAN K-3	Uncategorized	17.3	33.9	1.3	JF XF	1.63	81	0.013	0.013	0.013
GS-1	GS-1	Uncategorized	14	26.5	4.2	JF XF	1.93	196	0.005	0.005	0.005
GU25-5(11)8	GU25-5(11)8	Uncategorized	20	41.7	7.1	JF XF	2.09	319	0.006	0.005	0.006
HANDSEL	Handsel	Uncategorized	9.2	31.9	2.6	JF XF	1.38	117	0.006	0.006	0.006
HAWKER TEMPEST 37.5% SEMISPAN	HAWKER TEMPEST 37.5% SEMISPAN	Uncategorized	14.5	37.7	1	JF XF	1.28	148	0.005	0.006	0.006
HAWKER TEMPEST 61% SEMISPAN	HAWKER TEMPEST 61% SEMISPAN	Uncategorized	12	37.7	0.9	JF XF	1.08	133	0.005	0.006	0.006
HAWKER TEMPEST 96.77% SEMISPAN	HAWKER TEMPEST 96.77% SEMISPAN	Uncategorized	10	37.7	1	JF XF	0.93	109	0.005	0.005	0.084
HG 40	HG 40	Midic	15	33.8	3	JF XF	1.31	71	0.005	0.006	0.014
HG 41	HG 41	Midic	15.1	31.9	2.8	JF XF	1.43	81	0.008	0.008	0.008
HG 42	HG 42	Midic	14.9	31.9	2.5	JF XF	1.39	78	0.008	0.008	0.008
HG 43	HG 43	Midic	15	33.8	2.3	JF XF	1.35	67	0.007	0.008	0.01
HL73-650	HL73-650	Horeni - Lnenka	7.9	37.7	5.4	JF XF	1.43	193	0.003	0.003	0.003
HL74-351	HL74-351	Horeni - Lnenka	11.9	39.7	2.7	JF XF	1.48	152	0.005	0.005	0.005
HL74-550	HL74-550	Horeni - Lnenka	7.8	39.7	3.3	JF XF	1.17	133	0.006	0.007	0.007
HL743512	HL743512	Horeni - Lnenka	11.9	39.7	2.7	JF XF	1.5	151	0.006	0.005	0.005
HL75-541	HL75-541	Horeni - Lnenka	14.4	39.7	5.6	JF XF	1.7	105	0.005	0.005	0.008
HL75-K-3	HL75-K-3	Horeni - Lnenka	8.1	37.7	3	JF XF	1.14	138	0.007	0.005	0.005
HL80-133	HL80-133	Horeni - Lnenka	13.4	31.9	3.2	JF XF	1.61	131	0.007	0.006	0.007
HM1001	HM1001	Meyer	8.7	26.5	2.2	JF XF	1.19	159	0.013	0.01	0.007
HM10011	HM10011	Meyer	10	28.2	1.4	JF XF	1.14	124	0.011	0.01	0.008
HM391-1	HM391-1	Meyer	11	26.5	1.4	JF XF	1.15	119	0.007	0.007	0.007
HM391-2	HM391-2	Meyer	10.4	26.5	1.3	JF XF	1.08	105	0.007	0.006	0.007
HM50	HM50	Meyer	11	26.5	1.5	JF XF	1.12	123	0.008	0.006	0.006
HM50T	HM50T	Meyer	13	26.5	0.1	JF XF	1.16	90	0.009	0.009	0.01
HM51	HM51	Meyer	7.5	23.1	2	JF XF	1.05	125	0.006	0.005	0.007
HM55	HM55	Meyer	10	26.5	1.8	JF XF	1.21	106	0.012	0.011	0.011
HM56	HM56	Meyer	10	26.5	1.8	JF XF	1.23	101	0.011	0.009	0.01
HN-003	HN-003	Habbe	10.8	30.1	2.4	JF XF	1.33	133	0.007	0.007	0.007
HN-032	HN-032	Habbe	7.8	30.1	1.7	JF XF	1.05	140	0.007	0.007	0.006
HN-033	HN-033	Habbe	8	30.1	1.9	JF XF	1.09	140	0.007	0.007	0.007
HN-034	HN-034	Habbe	8	30.1	1.8	JF XF	0.98	157	0.006	0.005	0.038
HN-035	HN-035	Habbe	8	30.1	1.9	JF XF	1.06	147	0.007	0.006	0.006
HN-036	HN-036	Habbe	7.8	30.1	1.7	JF XF	1.01	144	0.007	0.006	0.08
HN-038	HN-038	Habbe	8	30.1	1.8	JF XF	0.99	153	0.007	0.005	0.005
HN-1004	HN-1004	Habbe	7.6	30.1	2.4	JF XF	1.08	170	0.006	0.006	0.006
HN-1015	HN-1015	Habbe	8.5	30.1	1.7	JF XF	1.04	142	0.007	0.006	0.006
HN-1023	HN-1023	Habbe	10.2	30.1	2.4	JF XF	1.27	132	0.007	0.007	0.007
HN-1027	HN-1027	Habbe	7.5	30.1	2.5	JF XF	1.05	171	0.006	0.007	0.005
HN-1029	HN-1029	Habbe	8.1	30.1	2.2	JF XF	1.08	148	0.007	0.006	0.006
HN-1032	HN-1032	Habbe	8.1	30.1	2	JF XF	1.05	151	0.006	0.006	0.006
HN-1033	HN-1033	Habbe	7.8	30.1	2.5	JF XF	1.11	150	0.007	0.006	0.006
HN-1033A	HN-1033A	Habbe	7.5	28.2	2.1	JF XF	1.04	143	0.007	0.006	0.006
HN-1036	HN-1036	Habbe	8.5	30.1	1.8	JF XF	1.08	140	0.007	0.006	0.006
HN-1038	HN-1038	Habbe	8.1	30.1	1.5	JF XF	1.01	136	0.007	0.006	0.075
HN-1051	HN-1051	Habbe	8.5	28.2	2	JF XF	1.12	151	0.007	0.006	0.006
HN-1054	HN-1054	Habbe	8.5	30.1	1.6	JF XF	1.07	134	0.007	0.006	0.006
HN-1069	HN-1069	Habbe	8.5	30.1	2	JF XF	1.11	143	0.007	0.006	0.006
HN-1069A	HN-1069a	Habbe	12	30.1	1.9	JF XF	1.4	137	0.007	0.007	0.008
HN-1069B	HN-1069b	Habbe	11.1	30.1	1.8	JF XF	1.32	128	0.007	0.007	0.008
HN-1069C	HN-1069c	Habbe	10	30.1	1.8	JF XF	1.22	122	0.007	0.007	0.007
HN-1070	HN-1070	Habbe	6.5	26.5	1.7	JF XF	0.93	115	0.007	0.006	0.06
HN-1091	HN-1091	Habbe	11.9	30.1	2.2	JF XF	1.43	136	0.007	0.007	0.008
HN-1091A	HN-1091a	Habbe	11.6	30.1	2.1	JF XF	1.39	132	0.007	0.007	0.007
HN-1091B	HN-1091b	Habbe	10.8	30.1	2	JF XF	1.29	124	0.007	0.007	0.007
HN-153S	HN-153S	Habbe	8.3	30.1	0	JF XF	0.82	90	0.005	0.006	0.094
HN-163	HN-163	Habbe	8.6	30.1	1.8	JF XF	1.05	150	0.007	0.006	0.005
HN-163TA	HN-163TA	Habbe	8.6	30.1	1.7	JF XF	1.04	145	0.007	0.006	0.006
HN-163TB	HN-163TB	Habbe	8.4	30.1	1.9	JF XF	1.04	152	0.007	0.006	0.005
HN-184	HN-184	Habbe	8.6	30.1	1.8	JF XF	1.05	149	0.007	0.006	0.005
HN-184M	HN-184M	Habbe	8.6	30.1	2.4	JF XF	1.13	165	0.006	0.006	0.006
HN-188	HN-188	Habbe	10.4	30.1	2.4	JF XF	1.31	153	0.006	0.007	0.007
HN-203	HN-203	Habbe	10.8	31.9	2.3	JF XF	1.29	170	0.006	0.007	0.006
HN-211	HN-211	Habbe	8.1	30.1	1.7	JF XF	1	148	0.007	0.006	0.064
HN-216	HN-216	Habbe	8.1	30.1	1.9	JF XF	1.04	162	0.007	0.006	0.005
HN-216TA	HN-216TA	Habbe	8.3	30.1	1.8	JF XF	1.03	156	0.007	0.006	0.005
HN-217	HN-217	Habbe	8.1	30.1	2.3	JF XF	1.09	166	0.007	0.006	0.005
HN-227	HN-227	Habbe	9	30.1	2.4	JF XF	1.13	165	0.007	0.006	0.005
HN-239	HN-239	Habbe	8.1	30.1	2.1	JF XF	1.06	163	0.007	0.006	0.005
HN-274S	HN-274S	Habbe	9.1	26.5	0	JF XF	0.86	93	0.006	0.006	0.097
HN-275S	HN-275S	Habbe	10.3	26.5	0	JF XF	0.96	100	0.006	0.006	0.008
HN-276SA	HN-276SA	Habbe	8.8	28.2	0.3	JF XF	0.97	118	0.005	0.006	0.006
HN-304	HN-304	Habbe	10.8	30.1	2.4	JF XF	1.33	146	0.007	0.007	0.007
HN-304TA	HN-304TA	Habbe	11.1	30.1	2.4	JF XF	1.35	144	0.007	0.007	0.007
HN-309	HN-309	Habbe	10.9	30.1	2.1	JF XF	1.29	138	0.007	0.007	0.007
HN-30S	HN-30s	Habbe	8.1	30.1	0	JF XF	0.8	92	0.005	0.006	0.094
HN-311S	HN-311S	Habbe	7.6	28.2	0	JF XF	0.79	83	0.006	0.007	0.095
HN-312S	HN-312S	Habbe	9.5	28.2	0	JF XF	0.97	111	0.007	0.008	0.009
HN-315S	HN-315S	Habbe	8	26.5	0	JF XF	0.87	112	0.005	0.006	0.104
HN-316S	HN-316S	Habbe	8.9	26.5	0	JF XF	0.96	126	0.006	0.006	0.007
HN-319	HN-319	Habbe	11.5	30.1	2.4	JF XF	1.39	137	0.007	0.007	0.007
HN-321	HN-321	Habbe	7.8	31.9	1.5	JF XF	1	147	0.006	0.005	0.075
HN-326	HN-326	Habbe	7.8	26.5	1.7	JF XF	1.06	166	0.007	0.006	0.005
HN-327	HN-327	Habbe	7.8	26.5	1.9	JF XF	1.07	168	0.006	0.007	0.006
HN-333	HN-333	Habbe	8.4	30.1	2	JF XF	1.07	155	0.007	0.006	0.005
HN-33S	HN-33S	Habbe	8.6	28.2	0	JF XF	0.9	94	0.006	0.006	0.108
HN-350	HN-350	Habbe	7.8	30.1	1.9	JF XF	1.01	155	0.007	0.005	0.005
HN-350M01	HN-350M01	Habbe	9	30.1	1.9	JF XF	1.11	151	0.007	0.006	0.006
HN-350M02	HN-350M02	Habbe	8.8	30.1	2.3	JF XF	1.15	159	0.006	0.007	0.006
HN-352	HN-352	Habbe	8	30.1	1.5	JF XF	0.98	152	0.007	0.005	0.063
HN-354	HN-354	Habbe	7.9	30.1	1.9	JF XF	1.02	159	0.006	0.006	0.052
HN-354A	HN-354A	Habbe	8.5	30.1	2	JF XF	1.09	153	0.006	0.007	0.006
HN-354E	HN-354E	Habbe	8.1	30.1	1.9	JF XF	1.05	162	0.006	0.006	0.006
HN-354ES	HN-354ES	Habbe	8.1	30.1	1.5	JF XF	0.99	140	0.007	0.006	0.067
HN-354OC	HN-354OC	Habbe	8.6	30.1	2.6	JF XF	1.19	173	0.006	0.007	0.006
HN-354SM	HN-354SM	Habbe	8.4	30.1	2.3	JF XF	1.12	168	0.006	0.006	0.006
HN-354SR	HN-354SR	Habbe	8.1	30.1	1.6	JF XF	0.98	145	0.007	0.005	0.055
HN-360	HN-360	Habbe	8.3	30.1	2.1	JF XF	1.08	160	0.006	0.006	0.005
HN-374	HN-374	Habbe	8.1	30.1	2	JF XF	1.05	150	0.006	0.007	0.006
HN-380	HN-380	Habbe	9.2	30.1	2.3	JF XF	2.26	460	0.029	0.004	0.002
HN-409	HN-409	Habbe	10.5	30.1	2.5	JF XF	1.32	151	0.006	0.007	0.007
HN-411	HN-411	Habbe	11.2	30.1	2.4	JF XF	1.32	147	0.007	0.007	0.007
HN-417	HN-417	Habbe	8	26.5	2.3	JF XF	1.14	170	0.007	0.006	0.006
HN-418	HN-418	Habbe	8.5	28.2	2.5	JF XF	1.18	197	0.006	0.006	0.005
HN-419	HN-419	Habbe	7.8	26.5	2.4	JF XF	1.14	180	0.006	0.007	0.006
HN-424	HN-424	Habbe	8.8	28.2	2.6	JF XF	1.23	198	0.006	0.006	0.005
HN-436	HN-436	Habbe	8.5	30.1	1.7	JF XF	1.05	111	0.007	0.007	0.007
HN-446	HN-446	Habbe	7.8	28.2	1.7	JF XF	1.01	150	0.006	0.005	0.075
HN-450	HN-450	Habbe	8.3	30.1	1.9	JF XF	1.03	166	0.007	0.006	0.005
HN-450S	HN-450S	Habbe	8.5	30.1	1.9	JF XF	1.05	163	0.007	0.006	0.005
HN-452	HN-452	Habbe	8.4	30.1	1.8	JF XF	1.03	148	0.007	0.006	0.005
HN-456	HN-456	Habbe	8	30.1	1	JF XF	0.89	128	0.005	0.005	0.079
HN-462	HN-462	Habbe	8.1	30.1	1.3	JF XF	0.96	134	0.005	0.005	0.072
HN-464	HN-464	Habbe	8.3	30.1	2	JF XF	1.06	160	0.007	0.006	0.005
HN-465	HN-465	Habbe	8.3	30.1	2.2	JF XF	1.09	162	0.006	0.006	0.005
HN-470	HN-470	Habbe	8	30.1	1.6	JF XF	1	140	0.007	0.006	0.067
HN-470JT	HN-470jt	Habbe	8	30.1	2.1	JF XF	1.05	150	0.006	0.006	0.006
HN-470S	HN-470s	Habbe	8	30.1	0	JF XF	0.78	81	0.006	0.007	0.09
HN-474	HN-474	Habbe	11.1	30.1	2.1	JF XF	1.32	130	0.007	0.007	0.007
HN-475	HN-475	Habbe	11.9	30.1	2.4	JF XF	1.42	138	0.007	0.007	0.008
HN-477S	HN-477S	Habbe	10.4	26.5	0	JF XF	0.97	100	0.006	0.007	0.007
HN-478S	HN-478S	Habbe	11.3	31.9	0	JF XF	0.97	97	0.006	0.006	0.007
HN-480	HN-480	Habbe	8	30.1	1.7	JF XF	0.97	145	0.006	0.006	0.064
HN-483	HN-483	Habbe	7.8	30.1	1.8	JF XF	1	152	0.007	0.006	0.066
HN-484	HN-484	Habbe	7.7	30.1	1.5	JF XF	0.94	144	0.007	0.005	0.067
HN-507	HN-507	Habbe	8.2	30.1	2.1	JF XF	1.06	144	0.007	0.006	0.006
HN-707	HN-707	Habbe	8.2	30.1	1.9	JF XF	1.03	155	0.007	0.006	0.005
HN-785	HN-785	Habbe	7.9	30.1	1.9	JF XF	1	158	0.007	0.005	0.041
HN-785SR	HN-785SR	Habbe	7.9	30.1	1.5	JF XF	0.95	140	0.006	0.005	0.077
HN-801BASIC	HN-801BASIC	Habbe	8.5	30.1	2	JF XF	1.08	148	0.007	0.006	0.006
HN-802	HN-802	Habbe	7.6	30.1	2.4	JF XF	1.06	161	0.006	0.007	0.006
HN-803	HN-803	Habbe	7.6	30.1	1.7	JF XF	0.95	151	0.007	0.005	0.042
HN-805	HN-805	Habbe	7.9	30.1	1.5	JF XF	0.96	144	0.007	0.005	0.074
HN-808	HN-808	Habbe	10.3	30.1	2	JF XF	1.24	122	0.007	0.007	0.007
HN-832	HN-832	Habbe	11.3	30.1	2.4	JF XF	1.38	144	0.007	0.007	0.007
HN-832TA	HN-832TA	Habbe	11.5	30.1	2.4	JF XF	1.41	141	0.007	0.007	0.007
HN-838	HN-838	Habbe	8.1	31.9	1.8	JF XF	0.98	153	0.007	0.005	0.045
HN-839D	HN-839D	Habbe	8.6	30.1	2.4	JF XF	1.16	153	0.006	0.007	0.007
HN-840S	HN-840S	Habbe	9.9	28.2	0	JF XF	0.98	99	0.007	0.007	0.008
HN-951	HN-951	Habbe	10.8	30.1	1.9	JF XF	1.26	121	0.007	0.007	0.007
HN-955GS	HN-955GS	Habbe	10.8	31.9	2.5	JF XF	1.25	152	0.007	0.006	0.006
HN-956	HN-956	Habbe	13.1	30.1	2.3	JF XF	1.45	143	0.007	0.007	0.007
HN-959	HN-959	Habbe	12	30.1	2.3	JF XF	1.37	143	0.007	0.007	0.007
HN-961SA	HN-961SA	Habbe	10.1	28.2	0.3	JF XF	1.09	108	0.006	0.006	0.007
HN-968S	HN-968S	Habbe	7.6	28.2	0	JF XF	0.79	92	0.005	0.006	0.095
HN-969GS	HN-969GS	Habbe	10.2	30.1	2.3	JF XF	1.24	154	0.007	0.007	0.006
HN-971	HN-971	Habbe	10.9	30.1	2.4	JF XF	1.35	128	0.007	0.007	0.007
HN-972	HN-972	Habbe	10.3	30.1	2.5	JF XF	1.31	125	0.007	0.007	0.007
HN-973	HN-973	Habbe	8.3	30.1	2.4	JF XF	1.14	159	0.006	0.007	0.006
HN-974	HN-974	Habbe	12.3	31.9	2.4	JF XF	1.37	136	0.007	0.007	0.007
HN-975	HN-975	Habbe	12.3	31.9	2.6	JF XF	1.39	140	0.007	0.007	0.007
HN-975TA	HN-975TA	Habbe	12.5	31.9	2.7	JF XF	1.41	135	0.007	0.007	0.007
HN-976S	HN-976S	Habbe	11.2	26.5	0	JF XF	1.03	99	0.006	0.007	0.008
HN-978	HN-978	Habbe	7.5	30.1	2.1	JF XF	1.02	143	0.007	0.006	0.006
HN-979	HN-979	Habbe	7.5	30.1	2.1	JF XF	1.01	149	0.007	0.006	0.006
HN-979D	HN-979D	Habbe	6.5	30.1	1.8	JF XF	0.87	151	0.006	0.005	0.037
HN-980	HN-980	Habbe	11.5	31.9	1.7	JF XF	1.22	123	0.007	0.006	0.007
HN-981	HN-981	Habbe	8	31.9	1.9	JF XF	1.01	154	0.006	0.006	0.064
HN-984	HN-984	Habbe	11.8	31.9	2.3	JF XF	1.37	132	0.007	0.007	0.007
HN-989	HN-989	Habbe	8	30.1	1.8	JF XF	0.98	144	0.007	0.006	0.005
HN-990	HN-990	Habbe	7.9	30.1	1.9	JF XF	1.02	158	0.007	0.006	0.056
HN-997A	HN-997A	Habbe	7.5	30.1	2.5	JF XF	1.06	160	0.007	0.006	0.006
HN-997B	HN-997B	Habbe	7.5	30.1	2.8	JF XF	1.1	166	0.006	0.007	0.006
HN-998	HN-998	Habbe	6.9	30.1	3	JF XF	1.07	184	0.006	0.007	0.006
HN-999	HN-999	Habbe	7	30.1	3	JF XF	1.08	187	0.006	0.006	0.006
HOBIE	HOBIE	Uncategorized	8.5	26.5	4	JF XF	1.58	167	0.004	0.005	0.005
HOBIE SM	HOBIE SM	Uncategorized	8.6	24.7	3.7	JF XF	1.27	235	0.002	0.002	0.003
HORSTMANN AND QUAST HQ-300 GD(MOD 2)	HORSTMANN AND QUAST HQ-300 GD(MOD 2)	Uncategorized	16.6	37.8	3.7	JF XF	1.78	119	0.01	0.009	0.009
HORTEN 10.00% THICK 0.00% CAMBER	Horten 10.00% thick 0.00% camber	Horten	10	28.7	0	JF XF	1.02	88	0.008	0.009	0.01
HORTEN 10.00% THICK 1.00% CAMBER	Horten 10.00% thick 1.00% camber	Horten	10	28.7	1	JF XF	1.11	100	0.009	0.009	0.01
HORTEN 10.00% THICK 10.00% CAMBER	Horten 10.00% thick 10.00% camber	Horten	10	30.8	9.3	JF XF	1.82	115	0.033	0.01	0.006
HORTEN 10.00% THICK 2.00% CAMBER	Horten 10.00% thick 2.00% camber	Horten	10	28.8	1.8	JF XF	1.19	107	0.007	0.008	0.008
HORTEN 10.00% THICK 3.00% CAMBER	Horten 10.00% thick 3.00% camber	Horten	10	28.8	2.8	JF XF	1.26	111	0.009	0.008	0.008
HORTEN 10.00% THICK 4.00% CAMBER	Horten 10.00% thick 4.00% camber	Horten	10	28.9	3.5	JF XF	1.34	133	0.01	0.008	0.008
HORTEN 10.00% THICK 5.00% CAMBER	Horten 10.00% thick 5.00% camber	Horten	10	30.4	4.6	JF XF	1.42	149	0.009	0.009	0.009
HORTEN 10.00% THICK 6.00% CAMBER	Horten 10.00% thick 6.00% camber	Horten	10	30.5	5.6	JF XF	1.5	155	0.009	0.009	0.01
HORTEN 10.00% THICK 7.00% CAMBER	Horten 10.00% thick 7.00% camber	Horten	10	30.6	6.6	JF XF	1.58	152	0.027	0.01	0.009
HORTEN 10.00% THICK 8.00% CAMBER	Horten 10.00% thick 8.00% camber	Horten	10	30.6	7.3	JF XF	1.66	148	0.029	0.008	0.009
HORTEN 10.00% THICK 9.00% CAMBER	Horten 10.00% thick 9.00% camber	Horten	10	30.7	8.3	JF XF	1.74	113	0.031	0.006	0.008
HORTEN 11.00% THICK 0.00% CAMBER	Horten 11.00% thick 0.00% camber	Horten	11	28.7	0	JF XF	1.1	94	0.009	0.009	0.011
HORTEN 11.00% THICK 1.00% CAMBER	Horten 11.00% thick 1.00% camber	Horten	11	28.8	1	JF XF	1.19	101	0.008	0.008	0.009
HORTEN 11.00% THICK 10.00% CAMBER	Horten 11.00% thick 10.00% camber	Horten	11	30.8	9.3	JF XF	1.9	110	0.032	0.013	0.006
HORTEN 11.00% THICK 2.00% CAMBER	Horten 11.00% thick 2.00% camber	Horten	11	28.8	1.8	JF XF	1.26	108	0.008	0.008	0.008
HORTEN 11.00% THICK 3.00% CAMBER	Horten 11.00% thick 3.00% camber	Horten	11	28.9	2.8	JF XF	1.34	121	0.01	0.007	0.008
HORTEN 11.00% THICK 4.00% CAMBER	Horten 11.00% thick 4.00% camber	Horten	11	28.9	3.5	JF XF	1.42	141	0.009	0.008	0.007
HORTEN 11.00% THICK 5.00% CAMBER	Horten 11.00% thick 5.00% camber	Horten	11	30.5	4.5	JF XF	1.5	148	0.01	0.009	0.007
HORTEN 11.00% THICK 6.00% CAMBER	Horten 11.00% thick 6.00% camber	Horten	11	30.5	5.5	JF XF	1.58	151	0.009	0.01	0.009
HORTEN 11.00% THICK 7.00% CAMBER	Horten 11.00% thick 7.00% camber	Horten	11	30.6	6.2	JF XF	1.66	148	0.016	0.009	0.009
HORTEN 11.00% THICK 8.00% CAMBER	Horten 11.00% thick 8.00% camber	Horten	11	30.7	7.2	JF XF	1.75	141	0.028	0.009	0.009
HORTEN 11.00% THICK 9.00% CAMBER	Horten 11.00% thick 9.00% camber	Horten	11	30.8	8.3	JF XF	1.84	112	0.031	0.006	0.009
HORTEN 12.00% THICK 0.00% CAMBER	Horten 12.00% thick 0.00% camber	Horten	12	28.7	0	JF XF	1.18	100	0.008	0.009	0.01
HORTEN 12.00% THICK 1.00% CAMBER	Horten 12.00% thick 1.00% camber	Horten	12	28.7	0.7	JF XF	1.26	103	0.008	0.008	0.01
HORTEN 12.00% THICK 10.00% CAMBER	Horten 12.00% thick 10.00% camber	Horten	12	30.9	8.9	JF XF	2	105	0.032	0.014	0.006
HORTEN 12.00% THICK 2.00% CAMBER	Horten 12.00% thick 2.00% camber	Horten	12	28.8	1.7	JF XF	1.34	111	0.007	0.008	0.009
HORTEN 12.00% THICK 3.00% CAMBER	Horten 12.00% thick 3.00% camber	Horten	12	28.9	2.7	JF XF	1.41	126	0.009	0.007	0.008
HORTEN 12.00% THICK 4.00% CAMBER	Horten 12.00% thick 4.00% camber	Horten	12	28.9	3.5	JF XF	1.49	138	0.01	0.008	0.008
HORTEN 12.00% THICK 5.00% CAMBER	Horten 12.00% thick 5.00% camber	Horten	12	30.5	4.5	JF XF	1.57	145	0.009	0.01	0.008
HORTEN 12.00% THICK 6.00% CAMBER	Horten 12.00% thick 6.00% camber	Horten	12	30.6	5.2	JF XF	1.66	150	0.009	0.009	0.009
HORTEN 12.00% THICK 7.00% CAMBER	Horten 12.00% thick 7.00% camber	Horten	12	30.7	6.2	JF XF	1.74	140	0.009	0.009	0.01
HORTEN 12.00% THICK 8.00% CAMBER	Horten 12.00% thick 8.00% camber	Horten	12	30.7	7.2	JF XF	1.83	134	0.027	0.009	0.009
HORTEN 12.00% THICK 9.00% CAMBER	Horten 12.00% thick 9.00% camber	Horten	12	30.8	8.2	JF XF	1.92	109	0.03	0.007	0.009
HORTEN 13.00% THICK 0.00% CAMBER	Horten 13.00% thick 0.00% camber	Horten	13	28.7	0	JF XF	1.25	105	0.008	0.009	0.01
HORTEN 13.00% THICK 1.00% CAMBER	Horten 13.00% thick 1.00% camber	Horten	13	28.7	0.7	JF XF	1.33	107	0.008	0.009	0.009
HORTEN 13.00% THICK 10.00% CAMBER	Horten 13.00% thick 10.00% camber	Horten	13	31	8.8	JF XF	2.08	97	0.031	0.015	0.007
HORTEN 13.00% THICK 2.00% CAMBER	Horten 13.00% thick 2.00% camber	Horten	13	28.8	1.7	JF XF	1.41	116	0.008	0.008	0.008
HORTEN 13.00% THICK 3.00% CAMBER	Horten 13.00% thick 3.00% camber	Horten	13	28.9	2.4	JF XF	1.48	129	0.01	0.007	0.008
HORTEN 13.00% THICK 4.00% CAMBER	Horten 13.00% thick 4.00% camber	Horten	13	28.9	3.4	JF XF	1.57	135	0.009	0.007	0.007
HORTEN 13.00% THICK 5.00% CAMBER	Horten 13.00% thick 5.00% camber	Horten	13	29	4.4	JF XF	1.65	144	0.01	0.009	0.007
HORTEN 13.00% THICK 6.00% CAMBER	Horten 13.00% thick 6.00% camber	Horten	13	30.6	5.1	JF XF	1.73	137	0.009	0.009	0.01
